name,nature,termStart,termEnd,state,constituency,party,gender,education,educationDetails,age,debates,bills,questions,attendance,notes
P. Jaya Prada Nahata,Elected,18-May-09,In office,Uttar Pradesh,Rampur,Independent,Female,Graduate,"B.A.; Educated at Rajalakshmi Women`s College, Rajahmundry, East Godavari District (Andhra Pradesh) ",50,19,0,366,32, (All data updated till 22 May 2012)
P. K. Biju,Elected,18-May-09,In office,Kerala,Alathur,Communist Party of India (Marxist),Male,Post Graduate,"M.Sc. (Polymer Chemistry); Educated at School of Chemical Sciences, Mahatama Gandhi University, Kottayam, Kerala",38,64,0,299,88, (All data updated till 22 May 2012)
P. Karunakaran,Elected,18-May-09,In office,Kerala,Kasaragod,Communist Party of India (Marxist),Male,Post Graduate,"M.A.; Educated at M.A. College, Kothamangalam",67,70,0,341,74, (All data updated till 22 May 2012)
P. Kumar,Elected,18-May-09,In office,Tamil Nadu,Tiruchirappalli,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.Sc., B.L., Educated at Govt. Law College, Tiruchirappalli",41,47,0,329,84, (All data updated till 22 May 2012)
P. Lingam,Elected,18-May-09,In office,Tamil Nadu,Tenkasi,Communist Party of India,Male,Graduate,"B.A. (History); Educated at Madurai Kamarajar University, Madurai, Tamil Nadu",46,53,0,235,95, (All data updated till 22 May 2012)
P. T. Thomas,Elected,18-May-09,In office,Kerala,Idukki,Indian National Congress,Male,Post Graduate,"M.A. (History), LL.B.; Educated at (i) St. Georges High School Parathode, Idukki; (ii) Mar Ivanios College Thiruvananthapuram; (iii) Newman College, Thodupuzha, Idukki; (iv) Maharajas College Ernakulam; (V) Government Law College, Kozhikode; and (vi) Gove",61,106,8,312,100, (All data updated till 22 May 2012)
P. Venugopal,Elected,18-May-09,In office,Tamil Nadu,Tiruvallur,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"M.B.B.S.; Educated at Stanley Medical College, Chennai, Tamil Nadu",60,24,0,169,87, (All data updated till 22 May 2012)
P. Viswanathan,Elected,18-May-09,In office,Tamil Nadu,Kancheepuram,Indian National Congress,Male,Graduate,"B.A. (Economics); Educated at Periyar Arts College, Cuddalore, Madras University, Tamil Nadu",48,22,0,432,85, (All data updated till 22 May 2012)
P.C. Chacko,Elected,18-May-09,In office,Kerala,Thrissur,Indian National Congress,Male,Post Graduate,"B.Sc. (Geology), M.A. (Public Admn.); Educated at Mar Ivanios College and University College, Trivandrum, Madural Kamaraj University",65,19,0,20,92, (All data updated till 22 May 2012)
P.C. Gaddigoudar,Elected,18-May-09,In office,Karnataka,Bagalkot,Bharatiya Janata Party,Male,Graduate,"B.A., LLB; Educated at Basaveshwar Arts College, Bagalkot and Raja Lokhamagouda College, Belgaum",60,7,0,215,77, (All data updated till 22 May 2012)
P.L. Punia,Elected,18-May-09,In office,Uttar Pradesh,Barabanki,Indian National Congress,Male,Doctorate,"M.A., Ph.D.; Educated at Punjab University, Chandigarh and Lucknow University, Lucknow, Uttar Pradesh",67,178,9,388,98, (All data updated till 22 May 2012)
P.R. Natarajan,Elected,18-May-09,In office,Tamil Nadu,Coimbatore,Communist Party of India (Marxist),Male,Under Graduate,B.A (Incomplete); Educated at Madras University,61,23,0,218,86, (All data updated till 22 May 2012)
Paban Singh Ghatowar,Elected,18-May-09,In office,Assam,Dibrugarh,Indian National Congress,Male,Graduate,"B.A.; Educated at Gauhati University, Guwahati, Assam; Industrial Relations Training (U.K.), 1975",61,9,0,18,91,"This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011. (All data updated till 22 May 2012)"
Padamsinha Bajirao Patil,Elected,18-May-09,In office,Maharashtra,Osmanabad,Nationalist Congress Party,Male,Graduate,"M.B.B.S.; Educated B.J. Medical College, Pune, Maharashtra",71,2,0,121,54,Complete attendance for this MP is not available (All data updated till 22 May 2012)
Pakauri Lal,Elected,18-May-09,In office,Uttar Pradesh,Robertsganj,Samajwadi Party,Male,Under Matric,,59,15,0,52,86, (All data updated till 22 May 2012)
Palaniappan Chidambaram,Elected,18-May-09,In office,Tamil Nadu,Sivaganga,Indian National Congress,Male,Post Graduate,"B.Sc., B.L., M.B.A.; Educated at Madras University, Chennai, Tamil Nadu and Harvard University, Boston, Massachusetts (U.S.A.) ",66,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Paramjit Kaur Gulshan,Elected,18-May-09,In office,Punjab,Faridkot,Shiromani Akali Dal,Female,Post Graduate,"M.A. (Economics), M.A. (Sociology), B. Ed.; Educated at Punjab University, Chandigarh and Guru Nanak Dev University, Amritsar (Punjab) ",63,21,0,61,79, (All data updated till 22 May 2012)
Partap Singh Bajwa,Elected,18-May-09,In office,Punjab,Gurdaspur,Indian National Congress,Male,Graduate,"B.A.; Educated at DAV College, Chandigarh, Punjab",53,34,1,267,84, (All data updated till 22 May 2012)
Pashupati Nath Singh,Elected,18-May-09,In office,Jharkhand,Dhanbad,Bharatiya Janata Party,Male,Graduate,B.Sc.,62,18,0,167,90, (All data updated till 22 May 2012)
Pawan Kumar Bansal,Elected,18-May-09,In office,Chandigarh,Chandigarh,Indian National Congress,Male,Graduate,"B.Sc., LL.B.; Educated at Yadavindra Public School, Patiala Government College, Chandigarh; and Department of Law, Panjab University, Chandigarh",63,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Pinaki Misra,Elected,18-May-09,In office,Orissa,Puri,Biju Janata Dal,Male,Graduate,"B.A. (Hist.) Hons., LL.B.; Educated at St. Xavier`s School, Delhi, St. Stephen`s College and Faculty of Law, Delhi University",52,15,0,19,76, (All data updated till 22 May 2012)
Poonamben Veljibhai Jat,Elected,18-May-09,In office,Gujarat,Kachchh,Bharatiya Janata Party,Female,Inter/ Higher Secondary,"Educated at Somaiya College, Mumbai",41,20,0,65,88, (All data updated till 22 May 2012)
Prabha Kishore Taviad,Elected,18-May-09,In office,Gujarat,Dahod,Indian National Congress,Female,Post Graduate,"M.D., D.G.O.; Educated at B.J. Medical College, Ahmedabad, Gujarat",57,24,0,4,99, (All data updated till 22 May 2012)
Prabhakar Ponnam,Elected,18-May-09,In office,Andhra Pradesh,Karimnagar,Indian National Congress,Male,Post Graduate,"M.A., LL.B.; Educated at Osmania University, Hyderabad, Andhra Pradesh",45,34,0,622,84, (All data updated till 22 May 2012)
Prabhatsinh Pratapsinh Chauhan,Elected,18-May-09,In office,Gujarat,Panchmahal,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Educated at Shri K.K. High School, Vejalpur, Tel. Kalol, Distt. Panchmahal, Gujarat",70,1,0,139,85, (All data updated till 22 May 2012)
Prabodh Panda,Elected,18-May-09,In office,West Bengal,Medinipur,Communist Party of India,Male,Graduate,"B.A.; Educated at Dantan Bhattar College, Calcutta University, Dantan (West Bengal) ",66,120,1,448,89, (All data updated till 22 May 2012)
Pradeep Kumar Jain Aditya,Elected,18-May-09,In office,Uttar Pradesh,Jhansi,Indian National Congress,Male,Post Graduate,"M.A., M.Com., L.L.B.; Bundalkhand University",49,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Pradeep Kumar Majhi,Elected,18-May-09,In office,Orissa,Nabarangpur,Indian National Congress,Male,Graduate,"B.A. (Eco), Advanced diploma in Computer Application, e-commerce; Educated at Panabeda High School Chandahandi, B.J.B. College BBSR, V.D. College Jeypone and NIIT Connought Place, New Delhi",36,9,0,727,62, (All data updated till 22 May 2012)
Pradeep Kumar Singh,Elected,18-May-09,In office,Bihar,Araria,Bharatiya Janata Party,Male,Matric,"Bihar School Examination Board, Patna",47,6,0,60,72, (All data updated till 22 May 2012)
Pradeep Tamta,Elected,18-May-09,In office,Uttarakhand,Almora,Indian National Congress,Male,Post Graduate,"M.A, LL.B and B.Ed.; Educated at Kumaon University, Nainital, Uttarakhand",53,11,3,1,95, (All data updated till 22 May 2012)
Praful Manoharbhai Patel,Elected,18-May-09,In office,Maharashtra,Bhandara-Gondiya,Nationalist Congress Party,Male,Graduate,"B.Com.; Educated at University of Bombay, Mumbai, Maharashtra",55,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Pralhad Venkatesh Joshi,Elected,18-May-09,In office,Karnataka,Dharwad,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at K.S. Arts College, Hubli",49,50,0,429,77, (All data updated till 22 May 2012)
Pranab Mukherjee,Elected,18-May-09,In office,West Bengal,Jangipur,Indian National Congress,Male,Post Graduate,"M.A. (History), M.A. (Political Science), LL.B., D. Litt. (Honoris Causa); Educated at Vidyasagar College, Suri, Calcutta University, West Bengal",76,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Prasanna Kumar Patasani,Elected,18-May-09,In office,Orissa,Bhubaneswar,Biju Janata Dal,Male,Doctorate,"M.A., LL.B., MSCI, Ph.D. (Honorary), D. Litt. (Utkal), D.Sc. (Swiss); Educated at Utkal University, Bhubaneswar (Orissa), Madhusudan Law College, Cuttack (Orissa), Maharshi Institute of Creative Intelligence, Rishikesh (Uttar Pradesh), Sheelsburg (Switzer",66,46,0,123,83, (All data updated till 22 May 2012)
Prasanta Kumar Majumdar,Elected,18-May-09,In office,West Bengal,Balurghat,Revolutionary Socialist Party,Male,Post Graduate,"M.A. (Economics); Educated at Guwahati University, Assam",71,119,2,455,77, (All data updated till 22 May 2012)
Pratik Prakashbapu Patil,Elected,18-May-09,In office,Maharashtra,Sangli,Indian National Congress,Male,Diploma Course,"Intermediate, Diploma in Automobile Engineering; Educated at Padmabhushan Vasant Dada Patil Institute of Technology, Budhgaon, District Sangli",38,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Praveen Singh Aron,Elected,18-May-09,In office,Uttar Pradesh,Bareilly,Indian National Congress,Male,Graduate,"B.A., LL.B.; Educated at Rohilkhand Vishwa Vidyalay and Rohilkhand University, Bareilly, Uttar Pradesh",53,6,0,2,78, (All data updated till 22 May 2012)
Prem Das Rai,Elected,18-May-09,In office,Sikkim,Sikkim,Sikkim Democratic Front,Male,Graduate,"B.Tech. (Chemical) and P.G.D.M.; Educated at IIT, Kanpur and IIM Ahmedabad, Gujarat",57,52,0,90,90, (All data updated till 22 May 2012)
Premchandra Guddu,Elected,18-May-09,In office,Madhya Pradesh,Ujjain,Indian National Congress,Male,Inter/ Higher Secondary,,51,13,0,170,77, (All data updated till 22 May 2012)
Premdas Katheria,Elected,18-May-09,In office,Uttar Pradesh,Etawah,Samajwadi Party,Male,Graduate,"B.Ed.; Educated at Kanpur University, Kanpur",47,47,0,101,93, (All data updated till 22 May 2012)
Preneet Kaur,Elected,18-May-09,In office,Punjab,Patiala,Indian National Congress,Female,Graduate,"B.A., T.T.C.; Educated at St. Bedes College and Convent of Jesus and Mary College, Shimla, Himachal Pradesh",67,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Priya Sunil Dutt,Elected,18-May-09,In office,Maharashtra,Mumbai-North-Central,Indian National Congress,Female,Post Graduate,"B.A.. (Sociology) Post-Grauduate (TV Production); Educated at Sophia College, Bombay University, Mumbai (Maharashtra) and Centre for Media Arts, New York City (U.S.A.) ",45,10,0,101,62, (All data updated till 22 May 2012)
Pulin Bihari Baske,Elected,18-May-09,In office,West Bengal,Jhargram,Communist Party of India (Marxist),Male,Graduate,"M.B.B.S.; Educated at Kolkata Medical College, West Bengal",44,31,0,51,92, (All data updated till 22 May 2012)
Purnmasi Ram,Elected,18-May-09,In office,Bihar,Gopalganj,Janata Dal (United),Male,Matric,Educated at Hindi Vidyapeeth Deoghar,62,17,0,441,85, (All data updated till 22 May 2012)
Putul Kumari,Elected,26-Nov-10,In office,Bihar,Banka,Independent,Female,Information not available,,53,29,0,0,89, (All data updated till 22 May 2012)
R. Thamaraiselvan,Elected,18-May-09,In office,Tamil Nadu,Dharmapuri,Dravida Munnetra Kazhagam,Male,Graduate,"B.Sc., B.L.; Educated at (i) Govt. Arts College, Dharmapuri and (ii) Govt. Law College, Trichy",49,76,0,439,80, (All data updated till 22 May 2012)
R.K. Singh Patel,Elected,18-May-09,In office,Uttar Pradesh,Banda,Samajwadi Party,Male,Graduate,"B.A.; Educated at University of Allahabad, Uttar Pradesh",52,33,0,179,86, (All data updated till 22 May 2012)
Radha Mohan Singh,Elected,18-May-09,In office,Bihar,Purvi Champaran,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at M.S. College, Bihar University, Motihari, Bihar",62,34,0,415,86, (All data updated till 22 May 2012)
Radhe Mohan Singh,Elected,18-May-09,In office,Uttar Pradesh,Ghazipur,Samajwadi Party,Male,Graduate,"B.A. (Hons.), History; Educated at Lalit Narayan Mithila University, Darbhanga",45,12,0,152,74, (All data updated till 22 May 2012)
Raghavendra Yeddyurappa,Elected,18-May-09,In office,Karnataka,Shimoga,Bharatiya Janata Party,Male,Graduate,"B.B.M.; Educated at A.T.N.C.C., Shivamogga, Karnataka",38,1,0,51,59, (All data updated till 22 May 2012)
Raghuvansh Prasad Singh,Elected,18-May-09,In office,Bihar,Vaishali,Rashtriya Janata Dal,Male,Doctorate,"M.Sc., Ph.D. (Maths); Educated at Rajendra College, L.S. College and Bihar University, Muzaffarpur (Bihar) ",65,140,5,379,99, (All data updated till 22 May 2012)
Raghuvir Singh Meena,Elected,18-May-09,In office,Rajasthan,Udaipur,Indian National Congress,Male,Graduate,"B.A.; Educated at Vardhman Mahavir Vishvavidhalaya, Rajasthan",53,9,0,103,83, (All data updated till 22 May 2012)
Rahul Gandhi,Elected,18-May-09,In office,Uttar Pradesh,Amethi,Indian National Congress,Male,Post Graduate,"M.Phil. (Development Economics); Educated at Trinity College, Cambridge University (UK) .",41,1,0,0,42,Complete attendance for this MP is not available (All data updated till 22 May 2012)
Raj Babbar,Elected,10-Nov-09,In office,Uttar Pradesh,Firozabad,Indian National Congress,Male,Graduate,"Graduate in Theatre; Educated at National School of Drama, New Delhi",59,2,0,0,70, (All data updated till 22 May 2012)
Raj Kumari Chauhan,Elected,18-May-09,In office,Uttar Pradesh,Aligarh,Bahujan Samaj Party,Female,Inter/ Higher Secondary,"Educated at Janta Inter College, Chlerat, Aligarh, U.P.",42,0,0,10,84, (All data updated till 22 May 2012)
Raja Ram Pal,Elected,18-May-09,In office,Uttar Pradesh,Akbarpur,Indian National Congress,Male,Graduate,"B.A., LL.B; Educated at D.A.V. College, Kanpur (Uttar Pradesh) ",51,41,0,0,91, (All data updated till 22 May 2012)
Rajagopal Lagadapati,Elected,18-May-09,In office,Andhra Pradesh,Vijayawada,Indian National Congress,Male,Graduate,"B. Tech. (Mechanical); Educated at Loyola Public School Guntur and Siddhartha Engineering College, Vijayawada",48,19,9,402,75, (All data updated till 22 May 2012)
Rajaiah Siricilla,Elected,18-May-09,In office,Andhra Pradesh,Warangal,Indian National Congress,Male,Graduate,"B.Sc. (Agriculture); Educated at Acharya N.G. Ranga Agricultural University, Hyderabad, Andhra Pradesh",58,26,0,531,78, (All data updated till 22 May 2012)
Rajan Sushant,Elected,18-May-09,In office,Himachal Pradesh,Kangra,Bharatiya Janata Party,Male,Doctorate,"GAMS, B.A., LL.B.; Dayanand Ayurvedic College Jalandhar (Punjab), H.P. University, Shimla and P.B. University, Chandigarh",57,69,0,54,94, (All data updated till 22 May 2012)
Rajen Gohain,Elected,18-May-09,In office,Assam,Nawgong,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B.; Educated at Anandaram Dhekial Phukan College, Nagaon and Jalukbari, Gauhati University, Guwahati (Assam) ",61,7,0,73,60, (All data updated till 22 May 2012)
Rajendra Agrawal,Elected,18-May-09,In office,Uttar Pradesh,Meerut,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Physics); Educated at M.M. (P.G.) College, Modi Nagar, Ghaziabad",62,103,2,179,98, (All data updated till 22 May 2012)
Rajendrasinh Ghanshyamsinh Rana (Raju Rana),Elected,18-May-09,In office,Gujarat,Bhavnagar,Bharatiya Janata Party,Male,Graduate,"B.Com., LL.B.; Educated at Saurashtra University, Bhavnagar (Gujarat) ",56,1,0,30,85, (All data updated till 22 May 2012)
Rajesh Nandini Singh,Elected,18-May-09,In office,Madhya Pradesh,Shahdol,Indian National Congress,Female,Graduate,"B.Sc.; Educated from Ravi Shankar Vishwa Vidhayalaya,; Raipur, Chhattisgarh",55,0,0,1,88, (All data updated till 22 May 2012)
Rajiv Ranjan (Lalan) Singh,Elected,18-May-09,In office,Bihar,Munger,Janata Dal (United),Male,Graduate,"B.A. (Hons.); Educated at T.N.B. College, Bhagalpur University, Bihar",57,9,0,413,93, (All data updated till 22 May 2012)
Rajnath Singh,Elected,18-May-09,In office,Uttar Pradesh,Ghaziabad,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Physics); Educated at Gorakhpur University, Uttar Pradesh",60,9,0,29,79, (All data updated till 22 May 2012)
Raju Shetti,Elected,18-May-09,In office,Maharashtra,Hatkanangle,Swabhimani Paksha,Male,Diploma Course,"D.M.E.; Educated at J. J. Magdum Polytechnic, Jaysingpur, Distt. Kolhapur, Maharashtra",44,24,1,198,74, (All data updated till 22 May 2012)
Rakesh Pandey,Elected,18-May-09,In office,Uttar Pradesh,Ambedkar Nagar,Bahujan Samaj Party,Male,Matric,,59,9,0,20,84, (All data updated till 22 May 2012)
Rakesh Sachan,Elected,18-May-09,In office,Uttar Pradesh,Fatehpur,Samajwadi Party,Male,Post Graduate,"M.A. (Economics), LL.B; Educated at Kanpur University",47,30,0,31,87, (All data updated till 22 May 2012)
Rakesh Singh,Elected,18-May-09,In office,Madhya Pradesh,Jabalpur,Bharatiya Janata Party,Male,Graduate,"B.Sc.; Educated at Government Science College, Jabalpur",49,42,0,312,81, (All data updated till 22 May 2012)
Ram Chandra Dome,Elected,18-May-09,In office,West Bengal,Bolpur,Communist Party of India (Marxist),Male,Graduate,"M.B.B.S.; Educated at N.R.S. Medical College and Hospital, Calcutta, West Bengal",53,45,0,36,82, (All data updated till 22 May 2012)
Ram Singh Kaswan,Elected,18-May-09,In office,Rajasthan,Churu,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B.; Educated at Doonger College, Bikaner and Rajasthan University, Jaipur, Rajasthan",66,54,0,181,92, (All data updated till 22 May 2012)
Ram Sundar Das,Elected,18-May-09,In office,Bihar,Hajipur,Janata Dal (United),Male,Matric,"Educated at S.P.S., Sonpur, Distt. Saran, Bihar and Vidyasagar College, Calcutta (left College to join Freedoom Movement) ",91,0,0,245,86, (All data updated till 22 May 2012)
Rama Devi,Elected,18-May-09,In office,Bihar,Sheohar,Bharatiya Janata Party,Female,Graduate,"B.A., LL.B.; S.K.J.Law College, Bihar University, Muzaffarpur and Jaintpur College, Bihar University, Vaishali",63,48,0,374,87, (All data updated till 22 May 2012)
Ramachandran Mullappally,Elected,18-May-09,In office,Kerala,Vadakara,Indian National Congress,Male,Post Graduate,"M.A., LL.B.; Educated at Government College, Madappally, Kerala University and Law College, Calicut, Kerala",67,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Ramakant Yadav,Elected,18-May-09,In office,Uttar Pradesh,Azamgarh,Bharatiya Janata Party,Male,Matric,"Educated at High School, Amvari, Distt. Azamgarh, Uttar Pradesh",54,0,0,0,46,Complete attendance for this MP is not available (All data updated till 22 May 2012)
Ramashankar Rajbhar,Elected,18-May-09,In office,Uttar Pradesh,Salempur,Bahujan Samaj Party,Male,Graduate,"Educated at Gorakhpur University, Gorakhpur (Uttar Pradesh) ",52,60,0,138,95, (All data updated till 22 May 2012)
Ramen Deka,Elected,18-May-09,In office,Assam,Mangaldoi,Bharatiya Janata Party,Male,Graduate,B.A.; Educated at Pragjyotish College under Guwahati University,58,39,1,102,86, (All data updated till 22 May 2012)
Ramesh Bais,Elected,18-May-09,In office,Chhattisgarh,Raipur,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Educated at B.S.E., Bhopal, Madhya Pradesh",64,9,0,203,95, (All data updated till 22 May 2012)
Ramesh Chandappa Jigajinagi,Elected,18-May-09,In office,Karnataka,Bijapur,Bharatiya Janata Party,Male,Post Graduate,"M.A.; Educated at S.B.New Arts College, Bijapur , Karnataka",59,0,0,17,79, (All data updated till 22 May 2012)
Ramesh Kumar,Elected,18-May-09,In office,Delhi,South Delhi,Indian National Congress,Male,Matric,,57,0,0,0,100, (All data updated till 22 May 2012)
Ramesh Rathod,Elected,18-May-09,In office,Andhra Pradesh,Adilabad,Telugu Desam Party,Male,Graduate,"B.A.; Educated at Govt. Degree College, Adilabad",45,9,0,247,50, (All data updated till 22 May 2012)
Ramkishun,Elected,18-May-09,In office,Uttar Pradesh,Chandauli,Samajwadi Party,Male,Graduate,"B.A., B.Ed. and Post Graduate Diploma in Marketing and Finance",55,98,0,367,86, (All data updated till 22 May 2012)
Ramshankar,Elected,18-May-09,In office,Uttar Pradesh,Agra,Bharatiya Janata Party,Male,Doctorate,"M.A., Ph.D.; Educated at Kanpur University, Uttar Pradesh",47,43,1,149,74, (All data updated till 22 May 2012)
Ramsinhbhai Patalyabhai Rathwa,Elected,18-May-09,In office,Gujarat,Chhota Udaipur,Bharatiya Janata Party,Male,Post Diploma Course,"S.S.C., Diploma in Painting, Post-Diploma in Graphic, short-term training course in Museology; Educated at Kawant English School, Chhota Udaipur, Faculty of Fine Arts, M.S. University, Baroda (Gujarat) and National Museum, New Delhi",60,16,0,517,81, (All data updated till 22 May 2012)
Ranee Narah,Elected,18-May-09,In office,Assam,Lakhimpur,Indian National Congress,Female,Graduate,"B.A.; Educated at Gauhati University, Guwahati (Assam) ",46,1,0,7,84, (All data updated till 22 May 2012)
Ranjan Prasad Yadav,Elected,18-May-09,In office,Bihar,Pataliputra,Janata Dal (United),Male,Doctorate,"M.Sc. (Geology), Ph.D.; Educated at Science College, Patna University, Bihar",67,10,1,325,87, (All data updated till 22 May 2012)
Raosaheb Patil Danve,Elected,18-May-09,In office,Maharashtra,Jalna,Bharatiya Janata Party,Male,Under Graduate,"Educated at J.E.S., Jalna, Maharashtra",57,18,0,204,64, (All data updated till 22 May 2012)
Ratan Singh,Elected,18-May-09,In office,Rajasthan,Bharatpur,Indian National Congress,Male,Graduate,"B.E. (Mechanical); M.B.M. Engineering College, Jodhpur (University of Jodhpur) ",65,41,0,55,95, (All data updated till 22 May 2012)
Ratanjit Pratap Narayan Singh,Elected,18-May-09,In office,Uttar Pradesh,Khushi Nagar,Indian National Congress,Male,Graduate,"B.A. (Hons.) History; Educated at St. Stephen College, University of Delhi.",48,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Ratna De,Elected,18-May-09,In office,West Bengal,Hooghly,All India Trinamool Congress,Female,Post Graduate,"M.B.B.S., D.C.H.; Educated at R.G. Kar Medical College & Institute of Child Health, Calcutta University",63,72,0,104,81, (All data updated till 22 May 2012)
Ratna Singh,Elected,18-May-09,In office,Uttar Pradesh,Pratapgarh,Indian National Congress,Female,Graduate,"B. Com.; Educated at Jesus and Mary College, University of Delhi (Delhi) ",53,23,0,434,86, (All data updated till 22 May 2012)
Rattan Singh Ajnala,Elected,18-May-09,In office,Punjab,Khadoor Sahib,Shiromani Akali Dal,Male,Graduate,"M.B.B.S.; Educated at Medical College, Amritsar, Punjab",68,36,0,111,84, (All data updated till 22 May 2012)
Ravindra Kumar Pandey,Elected,18-May-09,In office,Jharkhand,Giridih,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at K.V. College (Ranchi University), Kathara (Bihar) ",53,107,0,451,86, (All data updated till 22 May 2012)
Ravneet Singh,Elected,18-May-09,In office,Punjab,Anandpur Sahib,Indian National Congress,Male,Inter/ Higher Secondary,"Guru Nanak Public School, Sector-36, Chandigarh",36,11,0,260,76, (All data updated till 22 May 2012)
Rewati Raman Singh,Elected,18-May-09,In office,Uttar Pradesh,Allahabad,Samajwadi Party,Male,Graduate,"B.A., LL.B.",68,46,0,158,86, (All data updated till 22 May 2012)
Rudramadhab Ray,Elected,18-May-09,In office,Orissa,Kandhamal,Biju Janata Dal,Male,Graduate,"B.Sc.; Educated at Ravenshaw College, Cuttack, Orissa",74,34,0,599,77, (All data updated till 22 May 2012)
S. Alagiri,Elected,18-May-09,In office,Tamil Nadu,Cuddalore,Indian National Congress,Male,Graduate,"B.A.; Educated at Annamalai University, Tamil Nadu",59,18,0,358,70, (All data updated till 22 May 2012)
S. Gandhiselvan,Elected,18-May-09,In office,Tamil Nadu,Namakkal,Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A., M.Phil; Annamalai University",48,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
S. Jagathrakshakan,Elected,18-May-09,In office,Tamil Nadu,Arakkonam,Dravida Munnetra Kazhagam,Male,Inter/ Higher Secondary,Educated at Valudvur,64,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
S. Pakkirappa,Elected,18-May-09,In office,Karnataka,Raichur,Bharatiya Janata Party,Male,Under Matric,,53,3,0,522,65, (All data updated till 22 May 2012)
S. R. Jeyadurai,Elected,18-May-09,In office,Tamil Nadu,Thoothukkudi,Dravida Munnetra Kazhagam,Male,Graduate,"B.Sc., PGDYN; Educated at Pope's College, Sawyerpuram, Thoothukudi",43,11,0,402,56, (All data updated till 22 May 2012)
S. Semmalai,Elected,18-May-09,In office,Tamil Nadu,Salem,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.Sc., B.L.; Educated at Alagappa College, Pushpam College and Madras Law College",66,89,4,352,85, (All data updated till 22 May 2012)
S.P.Y. Reddy,Elected,18-May-09,In office,Andhra Pradesh,Nandyal,Indian National Congress,Male,Graduate,"B.E. (Mechanical); Educated at Reginal Engg. College, Warangal (Andhra Pradesh) ",61,3,0,0,49, (All data updated till 22 May 2012)
S.S. Palanimanickam,Elected,18-May-09,In office,Tamil Nadu,Thanjavur,Dravida Munnetra Kazhagam,Male,Graduate,"B.L.; Educated at Madras Law College, Chennai (Tamil Nadu) ",61,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
S.S. Ramasubbu,Elected,18-May-09,In office,Tamil Nadu,Tirunelveli,Indian National Congress,Male,Post Graduate,"M.A. (Economics), J.C.I.I.B. (Banking); Educated at Madurai Kamaraj University and Indian Institute of Bankers",62,118,0,701,98, (All data updated till 22 May 2012)
Sabbam Hari,Elected,18-May-09,In office,Andhra Pradesh,Anakapalli,Indian National Congress,Male,Graduate,B.Com.; Educated at A.V.N. College,59,0,0,0,78, (All data updated till 22 May 2012)
